"simulation","mean_words_per_extracted_text_block"
1447,283
1448,287.194444444444
1449,349.527777777778
1450,247.916666666667
1451,312.805555555556
1452,305.944444444444
1453,306.138888888889
1454,301.722222222222
1455,332.388888888889
1456,356.805555555556
1457,341.666666666667
1458,307.277777777778
1459,325.222222222222
1460,327.416666666667
1461,317.666666666667
1462,313.666666666667
1463,299.888888888889
1464,271.944444444444
1465,313.583333333333
1466,280.166666666667
1467,336.361111111111
1468,339.805555555556
1469,272.138888888889
1470,275.138888888889
1471,275.833333333333
1472,329.916666666667
1473,266.305555555556
1474,353.111111111111
1475,319.083333333333
1476,337.888888888889
1477,298.805555555556
1478,269.944444444444
1479,314.277777777778
1480,263.777777777778
1481,260.138888888889
1482,325.5
1483,267.111111111111
1484,261.916666666667
1485,309.805555555556
1486,306.916666666667
1487,240.694444444444
1488,316.666666666667
1489,213.444444444444
1490,280.25
1491,349.972222222222
1492,373.25
1493,298.638888888889
1494,321.944444444444
1495,320.916666666667
1496,286.555555555556
1497,308.472222222222
1498,245.333333333333
1499,367.111111111111
1500,278.25
1501,260.694444444444
1502,335.916666666667
1503,313.555555555556
1504,321.5
1505,357.305555555556
1506,397.638888888889
1507,331.5
1508,354.25
1509,275.75
1510,303.472222222222
1511,306.972222222222
1512,307.916666666667
1513,373.888888888889
1514,237.833333333333
1515,328.361111111111
1516,350.222222222222
1517,282.944444444444
1518,275.833333333333
1519,320.972222222222
1520,321.777777777778
1521,305.5
1522,383.666666666667
1523,289.75
1524,231.583333333333
1525,281.416666666667
1526,320.777777777778
1527,299.944444444444
1528,330.777777777778
1529,286.25
1530,329.388888888889
1531,269.416666666667
1532,273.611111111111
1533,286.75
1534,272.916666666667
1535,245.75
1536,304.888888888889
1537,248.722222222222
1538,275.166666666667
1539,279.638888888889
1540,309.25
1541,286.166666666667
1542,274.472222222222
1543,255
1544,252.388888888889
1545,283.138888888889
